Name,Glasses
13093.png,0
13094.png,0
13095.png,0
13096.png,1
13097.png,1
13098.png,1
13099.png,0
13100.png,0
13101.png,1
13102.png,1
13103.png,0
13104.png,0
13105.png,0
13106.png,0
13107.png,0
13108.png,0
13109.png,0
13110.png,0
13111.png,1
13112.png,1
13113.png,0
13114.png,0
13115.png,0
13116.png,0
13117.png,0
13118.png,0
13119.png,1
13120.png,1
13121.png,1
13122.png,0
13123.png,1
13124.png,1
13125.png,0
13126.png,0
13127.png,1
13128.png,0
13129.png,0
13130.png,1
13131.png,1
13132.png,0
13133.png,0
13134.png,1
13135.png,0
13136.png,0
13137.png,0
13138.png,0
13139.png,0
13140.png,0
13141.png,1
13142.png,0
13143.png,1
13144.png,1
13145.png,0
13146.png,0
13147.png,0
13148.png,0
13149.png,1
13150.png,0
13151.png,0
13152.png,1
13153.png,0
13154.png,1
13155.png,1
13156.png,1
13157.png,1
13158.png,0
13159.png,0
13160.png,1
13161.png,1
13162.png,0
13163.png,1
13164.png,1
13165.png,1
13166.png,0
13167.png,1
13168.png,0
13169.png,1
13170.png,0
13171.png,0
13172.png,1
13173.png,1
13174.png,0
13175.png,1
13176.png,0
13177.png,0
13178.png,0
13179.png,0
13180.png,0
13181.png,1
13182.png,1
13183.png,0
13184.png,0
13185.png,0
13186.png,0
13187.png,0
13188.png,0
13189.png,1
13190.png,0
13191.png,1
13192.png,1
13193.png,0
13194.png,1
13195.png,0
13196.png,1
13197.png,0
13198.png,1
13199.png,0
13200.png,0
13201.png,0
13202.png,1
13203.png,1
13204.png,0
13205.png,1
13206.png,0
13207.png,1
13208.png,0
13209.png,0
13210.png,0
13211.png,0
13212.png,0
13213.png,0
13214.png,0
13215.png,0
13216.png,0
13217.png,0
13218.png,0
13219.png,0
13220.png,1
13221.png,0
13222.png,0
13223.png,0
13224.png,1
13225.png,1
13226.png,1
13227.png,0
13228.png,0
13229.png,0
13230.png,1
13231.png,1
13232.png,1
13233.png,1
13234.png,0
13235.png,1
13236.png,0
13237.png,1
13238.png,0
13239.png,1
13240.png,0
13241.png,1
13242.png,0
13243.png,0
13244.png,0
13245.png,0
13246.png,0
13247.png,1
13248.png,1
13249.png,0
13250.png,0
13251.png,1
13252.png,0
13253.png,1
13254.png,0
13255.png,0
13256.png,0
13257.png,0
13258.png,1
13259.png,1
13260.png,0
13261.png,1
13262.png,1
13263.png,1
13264.png,1
13265.png,0
13266.png,1
13267.png,0
13268.png,0
13269.png,1
13270.png,1
13271.png,0
13272.png,0
13273.png,1
13274.png,0
13275.png,0
13276.png,1
13277.png,0
13278.png,0
13279.png,1
13280.png,1
13281.png,1
13282.png,0
13283.png,1
13284.png,1
13285.png,1
13286.png,0
13287.png,1
13288.png,0
13289.png,1
13290.png,0
13291.png,1
13292.png,0
13293.png,0
13294.png,1
13295.png,1
13296.png,0
13297.png,0
13298.png,1
13299.png,0
13300.png,1
13301.png,0
13302.png,0
13303.png,1
13304.png,0
13305.png,1
13306.png,0
13307.png,0
13308.png,0
13309.png,0
13310.png,1
13311.png,1
13312.png,0
13313.png,0
13314.png,0
13315.png,0
13316.png,1
13317.png,0
13318.png,0
13319.png,1
13320.png,1
13321.png,0
13322.png,1
13323.png,0
13324.png,0
13325.png,0
13326.png,0
13327.png,0
13328.png,0
13329.png,0
13330.png,1
13331.png,0
13332.png,1
13333.png,0
13334.png,1
13335.png,0
13336.png,0
13337.png,1
13338.png,0
13339.png,1
13340.png,0
13341.png,1
13342.png,0
13343.png,0
13344.png,0
13345.png,1
13346.png,1
13347.png,1
13348.png,0
13349.png,0
13350.png,1
13351.png,1
13352.png,1
13353.png,1
13354.png,0
13355.png,0
13356.png,0
13357.png,0
13358.png,0
13359.png,0
13360.png,0
13361.png,0
13362.png,0
13363.png,0
13364.png,1
13365.png,1
13366.png,0
13367.png,1
13368.png,0
13369.png,0
13370.png,0
13371.png,0
13372.png,1
13373.png,0
13374.png,0
13375.png,0
13376.png,0
13377.png,0
13378.png,0
13379.png,0
13380.png,1
13381.png,0
13382.png,0
13383.png,1
13384.png,1
13385.png,0
13386.png,0
13387.png,0
13388.png,0
13389.png,0
13390.png,0
13391.png,1
13392.png,0
13393.png,0
13394.png,0
13395.png,1
13396.png,1
13397.png,0
13398.png,0
13399.png,0
13400.png,0
13401.png,0
13402.png,0
13403.png,0
13404.png,0
13405.png,0
13406.png,0
13407.png,0
13408.png,1
13409.png,1
13410.png,0
13411.png,0
13412.png,0
13413.png,0
13414.png,1
13415.png,1
13416.png,1
13417.png,0
13418.png,1
13419.png,0
13420.png,0
13421.png,0
13422.png,0
13423.png,1
13424.png,1
13425.png,0
13426.png,0
13427.png,1
13428.png,0
13429.png,0
13430.png,0
13431.png,0
13432.png,0
13433.png,0
13434.png,0
13435.png,0
13436.png,0
13437.png,0
13438.png,1
13439.png,0
13440.png,1
13441.png,0
13442.png,0
13443.png,0
13444.png,0
13445.png,0
13446.png,0
13447.png,0
13448.png,1
13449.png,1
13450.png,0
13451.png,0
13452.png,1
13453.png,0
13454.png,1
13455.png,0
13456.png,0
13457.png,0
13458.png,0
13459.png,0
13460.png,0
13461.png,0
13462.png,0
13463.png,0
13464.png,0
13465.png,0
13466.png,0
13467.png,0
13468.png,1
13469.png,0
13470.png,1
13471.png,0
13472.png,0
13473.png,0
13474.png,0
13475.png,0
13476.png,1
13477.png,0
13478.png,1
13479.png,1
13480.png,1
13481.png,0
13482.png,1
13483.png,0
13484.png,1
13485.png,1
13486.png,0
13487.png,0
13488.png,1
13489.png,1
13490.png,0
13491.png,0
13492.png,1
13493.png,0
13494.png,1
13495.png,0
13496.png,0
13497.png,0
13498.png,1
13499.png,0
13500.png,0
13501.png,0
13502.png,0
13503.png,0
13504.png,0
13505.png,0
13506.png,0
13507.png,0
13508.png,0
13509.png,0
13510.png,1
13511.png,1
13512.png,0
13513.png,0
13514.png,0
13515.png,0
13516.png,0
13517.png,0
13518.png,0
13519.png,1
13520.png,0
13521.png,0
13522.png,1
13523.png,0
13524.png,1
13525.png,1
13526.png,0
13527.png,1
13528.png,0
13529.png,1
13530.png,0
13531.png,1
13532.png,0
13533.png,1
13534.png,0
13535.png,0
13536.png,0
13537.png,0
13538.png,0
13539.png,1
13540.png,0
13541.png,0
13542.png,0
13543.png,1
13544.png,0
13545.png,0
13546.png,0
13547.png,1
13548.png,0
13549.png,1
13550.png,0
13551.png,0
13552.png,0
13553.png,1
13554.png,0
13555.png,0
13556.png,0
13557.png,1
13558.png,1
13559.png,0
13560.png,1
13561.png,0
13562.png,0
13563.png,0
13564.png,0
13565.png,1
13566.png,0
13567.png,1
13568.png,0
13569.png,0
13570.png,0
13571.png,0
13572.png,0
13573.png,0
13574.png,0
13575.png,0
13576.png,0
13577.png,0
13578.png,0
13579.png,0
13580.png,0
13581.png,0
13582.png,1
13583.png,1
13584.png,0
13585.png,0
13586.png,0
13587.png,1
13588.png,1
13589.png,1
13590.png,0
13591.png,1
13592.png,0
13593.png,0
13594.png,1
13595.png,0
13596.png,1
13597.png,0
13598.png,0
13599.png,1
13600.png,0
13601.png,0
13602.png,0
13603.png,1
13604.png,1
13605.png,1
13606.png,0
13607.png,0
13608.png,1
13609.png,1
13610.png,0
13611.png,0
13612.png,1
13613.png,0
13614.png,0
13615.png,0
13616.png,0
13617.png,0
13618.png,1
13619.png,0
13620.png,0
13621.png,0
13622.png,0
13623.png,1
13624.png,0
13625.png,0
13626.png,1
13627.png,1
13628.png,1
13629.png,0
13630.png,0
13631.png,1
13632.png,0
13633.png,0
13634.png,0
13635.png,1
13636.png,1
13637.png,0
13638.png,0
13639.png,0
13640.png,1
13641.png,1
13642.png,1
13643.png,0
13644.png,0
13645.png,1
13646.png,1
13647.png,0
13648.png,0
13649.png,0
13650.png,0
13651.png,0
13652.png,0
13653.png,0
13654.png,0
13655.png,0
13656.png,0
13657.png,1
13658.png,1
13659.png,0
13660.png,1
13661.png,0
13662.png,0
13663.png,1
13664.png,0
13665.png,0
13666.png,0
13667.png,0
13668.png,0
13669.png,0
13670.png,1
13671.png,0
13672.png,0
13673.png,0
13674.png,0
13675.png,0
13676.png,1
13677.png,0
13678.png,0
13679.png,0
13680.png,0
13681.png,0
13682.png,0
13683.png,0
13684.png,0
13685.png,1
13686.png,0
13687.png,0
13688.png,0
13689.png,0
13690.png,0
13691.png,1
13692.png,1
13693.png,0
13694.png,0
13695.png,0
13696.png,0
13697.png,0
13698.png,0
13699.png,1
13700.png,0
13701.png,0
13702.png,1
13703.png,0
13704.png,0
13705.png,0
13706.png,1
13707.png,0
13708.png,0
13709.png,0
13710.png,1
13711.png,0
13712.png,0
13713.png,0
13714.png,0
13715.png,0
13716.png,0
13717.png,0
13718.png,0
13719.png,0
13720.png,0
13721.png,1
13722.png,0
13723.png,0
13724.png,1
13725.png,0
13726.png,1
13727.png,1
13728.png,1
13729.png,1
13730.png,0
13731.png,0
13732.png,0
13733.png,1
13734.png,1
13735.png,0
13736.png,1
13737.png,0
13738.png,0
13739.png,1
13740.png,0
13741.png,0
13742.png,0
13743.png,0
13744.png,1
13745.png,1
13746.png,0
13747.png,1
13748.png,0
13749.png,0
13750.png,0
13751.png,1
13752.png,1
13753.png,0
13754.png,1
13755.png,0
13756.png,0
13757.png,1
13758.png,0
13759.png,0
13760.png,0
13761.png,1
13762.png,0
13763.png,0
13764.png,1
13765.png,1
13766.png,1
13767.png,0
13768.png,0
13769.png,1
13770.png,1
13771.png,0
13772.png,1
13773.png,1
13774.png,0
13775.png,1
13776.png,0
13777.png,1
13778.png,0
13779.png,0
13780.png,0
13781.png,0
13782.png,0
13783.png,0
13784.png,1
13785.png,0
13786.png,0
13787.png,0
13788.png,0
13789.png,0
13790.png,0
13791.png,0
13792.png,0
13793.png,0
13794.png,1
13795.png,1
13796.png,0
13797.png,0
13798.png,0
13799.png,0
13800.png,0
13801.png,0
13802.png,0
13803.png,1
13804.png,0
13805.png,0
13806.png,0
13807.png,0
13808.png,0
13809.png,1
13810.png,1
13811.png,0
13812.png,0
13813.png,0
13814.png,0
13815.png,1
13816.png,0
13817.png,1
13818.png,0
13819.png,0
13820.png,1
13821.png,0
13822.png,0
13823.png,1
13824.png,0
13825.png,0
13826.png,1
13827.png,0
13828.png,0
13829.png,0
13830.png,0
13831.png,0
13832.png,1
13833.png,0
13834.png,1
13835.png,0
13836.png,0
13837.png,0
13838.png,0
13839.png,0
13840.png,0
13841.png,0
13842.png,1
13843.png,0
13844.png,1
13845.png,0
13846.png,0
13847.png,0
13848.png,1
13849.png,0
13850.png,0
13851.png,1
13852.png,0
13853.png,1
13854.png,1
13855.png,1
13856.png,0
13857.png,1
13858.png,1
13859.png,0
13860.png,0
13861.png,0
13862.png,0
13863.png,0
13864.png,0
13865.png,0
13866.png,0
13867.png,0
13868.png,1
13869.png,0
13870.png,1
13871.png,0
13872.png,0
13873.png,0
13874.png,0
13875.png,1
13876.png,1
13877.png,1
13878.png,0
13879.png,1
13880.png,0
13881.png,0
13882.png,0
13883.png,0
13884.png,1
13885.png,0
13886.png,0
13887.png,0
13888.png,1
13889.png,0
13890.png,1
13891.png,1
13892.png,0
13893.png,1
13894.png,0
13895.png,0
13896.png,0
13897.png,0
13898.png,1
13899.png,0
13900.png,0
13901.png,0
13902.png,1
13903.png,1
13904.png,0
13905.png,1
13906.png,0
13907.png,0
13908.png,0
13909.png,0
13910.png,0
13911.png,1
13912.png,0
13913.png,1
13914.png,0
13915.png,1
13916.png,0
13917.png,0
13918.png,0
13919.png,1
13920.png,0
13921.png,1
13922.png,1
13923.png,0
13924.png,1
13925.png,0
13926.png,1
13927.png,1
13928.png,0
13929.png,1
13930.png,1
13931.png,0
13932.png,0
13933.png,0
13934.png,0
13935.png,0
13936.png,1
13937.png,0
13938.png,0
13939.png,0
13940.png,1
13941.png,1
13942.png,1
13943.png,0
13944.png,0
13945.png,1
13946.png,0
13947.png,0
13948.png,0
13949.png,0
13950.png,1
13951.png,0
13952.png,0
13953.png,1
13954.png,0
13955.png,0
13956.png,0
13957.png,0
13958.png,1
13959.png,0
13960.png,0
13961.png,1
13962.png,0
13963.png,1
13964.png,0
13965.png,0
13966.png,1
13967.png,0
13968.png,0
13969.png,0
13970.png,0
13971.png,0
13972.png,1
13973.png,1
13974.png,0
13975.png,1
13976.png,0
13977.png,0
13978.png,0
13979.png,0
13980.png,0
13981.png,0
13982.png,0
13983.png,0
13984.png,0
13985.png,0
13986.png,1
13987.png,0
13988.png,1
13989.png,0
13990.png,0
13991.png,1
13992.png,1
13993.png,0
13994.png,0
13995.png,0
13996.png,0
13997.png,0
13998.png,1
13999.png,0
14000.png,0
14001.png,1
14002.png,0
14003.png,1
14004.png,0
14005.png,1
14006.png,1
14007.png,0
14008.png,0
14009.png,0
14010.png,0
14011.png,1
14012.png,0
14013.png,0
14014.png,1
14015.png,0
14016.png,0
14017.png,1
14018.png,0
14019.png,0
14020.png,0
14021.png,0
14022.png,0
14023.png,1
14024.png,1
14025.png,1
14026.png,0
14027.png,1
14028.png,1
14029.png,0
14030.png,0
14031.png,1
14032.png,0
14033.png,0
14034.png,1
14035.png,0
14036.png,0
14037.png,0
14038.png,1
14039.png,0
14040.png,0
14041.png,1
14042.png,1
14043.png,0
14044.png,0
14045.png,1
14046.png,1
14047.png,0
14048.png,0
14049.png,1
14050.png,0
14051.png,0
14052.png,1
14053.png,1
14054.png,0
14055.png,0
14056.png,0
14057.png,0
14058.png,1
14059.png,0
14060.png,0
14061.png,0
14062.png,1
14063.png,0
14064.png,0
14065.png,0
14066.png,0
14067.png,0
14068.png,0
14069.png,0
14070.png,0
14071.png,1
14072.png,0
14073.png,0
14074.png,0
14075.png,1
14076.png,0
14077.png,0
14078.png,0
14079.png,0
14080.png,1
14081.png,0
14082.png,0
14083.png,0
14084.png,0
14085.png,0
14086.png,0
14087.png,0
14088.png,1
14089.png,0
14090.png,1
14091.png,0
14092.png,0
14093.png,1
14094.png,1
14095.png,1
14096.png,0
14097.png,0
14098.png,1
14099.png,1
14100.png,0
14101.png,0
14102.png,0
14103.png,0
14104.png,0
14105.png,0
14106.png,0
14107.png,0
14108.png,1
14109.png,1
14110.png,1
14111.png,1
14112.png,0
14113.png,0
14114.png,1
14115.png,0
14116.png,1
14117.png,1
14118.png,1
14119.png,1
14120.png,0
14121.png,1
14122.png,0
14123.png,0
14124.png,1
14125.png,0
14126.png,1
14127.png,1
14128.png,0
14129.png,0
14130.png,0
14131.png,1
14132.png,1
14133.png,0
14134.png,0
14135.png,0
14136.png,0
14137.png,1
14138.png,1
14139.png,0
14140.png,1
14141.png,1
14142.png,0
14143.png,1
14144.png,0
14145.png,0
14146.png,1
14147.png,0
14148.png,0
14149.png,0
14150.png,1
14151.png,0
14152.png,1
14153.png,0
14154.png,0
14155.png,1
14156.png,0
14157.png,0
14158.png,0
14159.png,0
14160.png,0
14161.png,0
14162.png,1
14163.png,0
14164.png,0
14165.png,0
14166.png,0
14167.png,0
14168.png,1
14169.png,1
14170.png,0
14171.png,1
14172.png,1
14173.png,0
14174.png,0
14175.png,0
14176.png,0
14177.png,1
14178.png,0
14179.png,0
14180.png,0
14181.png,0
14182.png,0
14183.png,1
14184.png,0
14185.png,1
14186.png,0
14187.png,1
14188.png,0
14189.png,0
14190.png,0
14191.png,0
14192.png,0
14193.png,0
14194.png,0
14195.png,1
14196.png,0
14197.png,0
14198.png,0
14199.png,0
14200.png,1
14201.png,1
14202.png,0
14203.png,0
14204.png,0
14205.png,0
14206.png,0
14207.png,1
14208.png,0
14209.png,0
14210.png,0
14211.png,1
14212.png,1
14213.png,1
14214.png,0
14215.png,0
14216.png,0
14217.png,0
14218.png,1
14219.png,0
14220.png,0
14221.png,0
14222.png,1
14223.png,1
14224.png,0
14225.png,0
14226.png,1
14227.png,0
14228.png,0
14229.png,0
14230.png,1
14231.png,0
14232.png,0
14233.png,0
14234.png,0
14235.png,0
14236.png,1
14237.png,0
14238.png,0
14239.png,1
14240.png,1
14241.png,0
14242.png,0
14243.png,0
14244.png,0
14245.png,0
14246.png,0
14247.png,0
14248.png,1
14249.png,0
14250.png,1
14251.png,0
14252.png,1
14253.png,1
14254.png,1
14255.png,0
14256.png,0
14257.png,0
14258.png,1
14259.png,0
14260.png,1
14261.png,0
14262.png,0
14263.png,0
14264.png,0
14265.png,0
14266.png,0
14267.png,0
14268.png,0
14269.png,0
14270.png,0
14271.png,0
14272.png,0
14273.png,0
14274.png,0
14275.png,0
14276.png,0
14277.png,1
14278.png,0
14279.png,0
14280.png,0
14281.png,1
14282.png,0
14283.png,0
14284.png,0
14285.png,1
14286.png,0
14287.png,1
14288.png,0
14289.png,0
14290.png,0
14291.png,1
14292.png,0
14293.png,0
14294.png,1
14295.png,0
14296.png,0
14297.png,1
14298.png,0
14299.png,0
14300.png,1
14301.png,0
14302.png,0
14303.png,0
14304.png,0
14305.png,0
14306.png,0
14307.png,1
14308.png,1
14309.png,0
14310.png,0
14311.png,0
14312.png,0
14313.png,1
14314.png,0
14315.png,1
14316.png,0
14317.png,1
14318.png,1
14319.png,0
14320.png,0
14321.png,0
14322.png,0
14323.png,1
14324.png,0
14325.png,0
14326.png,0
14327.png,1
14328.png,0
14329.png,0
14330.png,0
14331.png,0
14332.png,1
14333.png,0
14334.png,1
14335.png,1
14336.png,0
14337.png,0
14338.png,0
14339.png,1
14340.png,1
14341.png,0
14342.png,1
14343.png,1
14344.png,1
14345.png,1
14346.png,0
14347.png,0
14348.png,0
14349.png,0
14350.png,1
14351.png,1
14352.png,1
14353.png,0
14354.png,0
14355.png,1
14356.png,0
14357.png,0
14358.png,1
14359.png,0
14360.png,1
14361.png,0
14362.png,0
14363.png,0
14364.png,0
14365.png,0
14366.png,0
14367.png,0
14368.png,0
14369.png,0
14370.png,0
14371.png,0
14372.png,0
14373.png,0
14374.png,0
14375.png,1
14376.png,1
14377.png,0
14378.png,0
14379.png,1
14380.png,1
14381.png,0
14382.png,1
14383.png,1
14384.png,1
14385.png,0
14386.png,0
14387.png,1
14388.png,1
14389.png,0
14390.png,0
14391.png,1
14392.png,0
14393.png,0
14394.png,0
14395.png,1
14396.png,1
14397.png,0
14398.png,0
14399.png,0
14400.png,0
14401.png,0
14402.png,0
14403.png,0
14404.png,1
14405.png,1
14406.png,0
14407.png,1
14408.png,0
14409.png,0
14410.png,0
14411.png,0
14412.png,1
14413.png,1
14414.png,0
14415.png,0
14416.png,1
14417.png,1
14418.png,0
14419.png,1
14420.png,0
14421.png,0
14422.png,1
14423.png,0
14424.png,0
14425.png,0
14426.png,1
14427.png,0
14428.png,1
14429.png,1
14430.png,1
14431.png,0
14432.png,1
14433.png,1
14434.png,1
14435.png,0
14436.png,0
14437.png,0
14438.png,1
14439.png,0
14440.png,0
14441.png,0
14442.png,0
14443.png,0
14444.png,0
14445.png,0
14446.png,1
14447.png,1
14448.png,1
14449.png,1
14450.png,0
14451.png,1
14452.png,0
14453.png,0
14454.png,0
14455.png,1
14456.png,0
14457.png,0
14458.png,0
14459.png,0
14460.png,1
14461.png,0
14462.png,0
14463.png,0
14464.png,0
14465.png,0
14466.png,1
14467.png,1
14468.png,0
14469.png,0
14470.png,0
14471.png,1
14472.png,1
14473.png,0
14474.png,1
14475.png,0
14476.png,0
14477.png,0
14478.png,0
14479.png,0
14480.png,0
14481.png,1
14482.png,0
14483.png,0
14484.png,0
14485.png,0
14486.png,0
14487.png,0
14488.png,0
14489.png,0
14490.png,1
14491.png,1
14492.png,0
14493.png,1
14494.png,0
14495.png,1
14496.png,0
14497.png,1
14498.png,0
14499.png,0
14500.png,0
14501.png,0
14502.png,1
14503.png,0
14504.png,0
14505.png,1
14506.png,0
14507.png,0
14508.png,0
14509.png,0
14510.png,0
14511.png,1
14512.png,1
14513.png,0
14514.png,0
14515.png,0
14516.png,1
14517.png,0
14518.png,0
14519.png,0
14520.png,0
14521.png,0
14522.png,1
14523.png,0
14524.png,0
14525.png,0
14526.png,0
14527.png,0
14528.png,0
14529.png,0
14530.png,0
14531.png,1
14532.png,0
14533.png,0
14534.png,1
14535.png,0
14536.png,1
14537.png,1
14538.png,0
14539.png,0
14540.png,0
14541.png,0
14542.png,0
14543.png,0
14544.png,0
14545.png,1
14546.png,0
14547.png,1
14548.png,1
14549.png,1
14550.png,1
14551.png,0
14552.png,0
14553.png,0
14554.png,0
14555.png,0
14556.png,0
14557.png,0
14558.png,1
14559.png,1
14560.png,0
14561.png,0
14562.png,0
14563.png,0
14564.png,0
14565.png,1
14566.png,0
14567.png,1
14568.png,1
14569.png,0
14570.png,0
14571.png,1
14572.png,1
14573.png,1
14574.png,1
14575.png,1
14576.png,0
14577.png,0
14578.png,0
14579.png,1
14580.png,1
14581.png,0
14582.png,0
14583.png,0
14584.png,1
14585.png,1
14586.png,0
14587.png,0
14588.png,0
14589.png,0
14590.png,0
14591.png,0
14592.png,0
14593.png,1
14594.png,1
14595.png,0
14596.png,0
14597.png,1
14598.png,0
14599.png,1
14600.png,0
14601.png,1
14602.png,0
14603.png,0
14604.png,0
14605.png,1
14606.png,0
14607.png,0
14608.png,0
14609.png,0
14610.png,1
14611.png,0
14612.png,0
14613.png,0
14614.png,1
14615.png,0
14616.png,0
14617.png,0
14618.png,1
14619.png,1
14620.png,0
14621.png,1
14622.png,0
14623.png,0
14624.png,0
14625.png,0
14626.png,0
14627.png,0
14628.png,0
14629.png,0
14630.png,0
14631.png,0
14632.png,0
14633.png,0
14634.png,0
14635.png,1
14636.png,0
14637.png,1
14638.png,0
14639.png,0
14640.png,0
14641.png,1
14642.png,0
14643.png,1
14644.png,0
14645.png,0
14646.png,0
14647.png,0
14648.png,0
14649.png,1
14650.png,0
14651.png,0
14652.png,0
14653.png,1
14654.png,0
14655.png,0
14656.png,0
14657.png,0
14658.png,0
14659.png,0
14660.png,1
14661.png,0
14662.png,0
14663.png,1
14664.png,0
14665.png,1
14666.png,0
14667.png,1
14668.png,1
14669.png,0
14670.png,1
14671.png,0
14672.png,0
14673.png,1
14674.png,1
14675.png,0
14676.png,0
14677.png,0
14678.png,1
14679.png,1
14680.png,0
14681.png,0
14682.png,1
14683.png,0
14684.png,0
14685.png,1
14686.png,0
14687.png,0
14688.png,0
14689.png,0
14690.png,0
14691.png,0
14692.png,1
14693.png,0
14694.png,1
14695.png,0
14696.png,1
14697.png,0
14698.png,1
14699.png,0
14700.png,0
14701.png,0
14702.png,0
14703.png,1
14704.png,1
14705.png,0
14706.png,1
14707.png,0
14708.png,1
14709.png,0
14710.png,1
14711.png,1
14712.png,1
14713.png,1
14714.png,0
14715.png,0
14716.png,0
14717.png,0
14718.png,0
14719.png,0
14720.png,0
14721.png,1
14722.png,0
14723.png,1
14724.png,0
14725.png,1
14726.png,0
14727.png,0
14728.png,0
14729.png,1
14730.png,0
14731.png,0
14732.png,1
14733.png,0
14734.png,0
14735.png,0
14736.png,0
14737.png,0
14738.png,0
14739.png,1
14740.png,1
14741.png,0
14742.png,1
14743.png,0
14744.png,0
14745.png,0
14746.png,0
14747.png,0
14748.png,0
14749.png,0
14750.png,1
14751.png,1
14752.png,1
14753.png,1
14754.png,0
14755.png,0
14756.png,0
14757.png,0
14758.png,1
14759.png,0
14760.png,0
14761.png,0
14762.png,0
14763.png,1
14764.png,1
14765.png,0
14766.png,0
14767.png,0
14768.png,0
14769.png,1
14770.png,0
14771.png,0
14772.png,0
14773.png,0
14774.png,0
14775.png,0
14776.png,1
14777.png,1
14778.png,0
14779.png,0
14780.png,1
14781.png,0
14782.png,0
14783.png,0
14784.png,1
14785.png,0
14786.png,0
14787.png,0
14788.png,1
14789.png,1
14790.png,0
14791.png,0
14792.png,0
14793.png,0
14794.png,0
14795.png,0
14796.png,0
14797.png,0
14798.png,1
14799.png,0
14800.png,0
14801.png,0
14802.png,0
14803.png,1
14804.png,1
14805.png,0
14806.png,0
14807.png,1
14808.png,0
14809.png,1
14810.png,0
14811.png,1
14812.png,0
14813.png,0
14814.png,0
14815.png,0
14816.png,0
14817.png,0
14818.png,1
14819.png,0
14820.png,0
14821.png,0
14822.png,0
14823.png,0
14824.png,0
14825.png,1
14826.png,0
14827.png,0
14828.png,1
14829.png,1
14830.png,0
14831.png,1
14832.png,0
14833.png,0
14834.png,0
14835.png,1
14836.png,0
14837.png,1
14838.png,1
14839.png,1
14840.png,1
14841.png,1
14842.png,0
14843.png,1
14844.png,0
14845.png,0
14846.png,0
14847.png,0
14848.png,0
14849.png,0
14850.png,1
14851.png,1
14852.png,0
14853.png,1
14854.png,0
14855.png,0
14856.png,1
14857.png,1
14858.png,0
14859.png,0
14860.png,0
14861.png,1
14862.png,0
14863.png,0
14864.png,0
14865.png,0
14866.png,0
14867.png,1
14868.png,0
14869.png,1
14870.png,0
14871.png,1
14872.png,1
14873.png,0
14874.png,0
14875.png,1
14876.png,1
14877.png,0
14878.png,1
14879.png,0
14880.png,0
14881.png,1
14882.png,0
14883.png,0
14884.png,1
14885.png,0
14886.png,0
14887.png,0
14888.png,1
14889.png,0
14890.png,0
14891.png,0
14892.png,0
14893.png,0
14894.png,0
14895.png,0
14896.png,1
14897.png,0
14898.png,0
14899.png,0
14900.png,0
14901.png,0
14902.png,0
14903.png,0
14904.png,0
14905.png,1
14906.png,1
14907.png,1
14908.png,0
14909.png,0
14910.png,0
14911.png,1
14912.png,1
14913.png,0
14914.png,0
14915.png,0
14916.png,1
14917.png,0
14918.png,1
14919.png,0
14920.png,0
14921.png,1
14922.png,0
14923.png,1
14924.png,1
14925.png,0
14926.png,0
14927.png,0
14928.png,1
14929.png,0
14930.png,1
14931.png,0
14932.png,0
14933.png,0
14934.png,0
14935.png,1
14936.png,1
14937.png,0
14938.png,0
14939.png,1
14940.png,1
14941.png,1
14942.png,0
14943.png,0
14944.png,0
14945.png,1
14946.png,0
14947.png,0
14948.png,1
14949.png,1
14950.png,1
14951.png,0
14952.png,1
14953.png,0
14954.png,1
14955.png,0
14956.png,0
14957.png,0
14958.png,0
14959.png,0
14960.png,0
14961.png,1
14962.png,0
14963.png,0
14964.png,0
14965.png,1
14966.png,0
14967.png,0
14968.png,1
14969.png,0
14970.png,0
14971.png,0
14972.png,1
14973.png,1
14974.png,0
14975.png,1
14976.png,0
14977.png,1
14978.png,0
14979.png,1
14980.png,0
14981.png,0
14982.png,1
14983.png,0
14984.png,1
14985.png,0
14986.png,0
14987.png,0
14988.png,1
14989.png,0
14990.png,0
14991.png,1
14992.png,1
14993.png,0
14994.png,0
14995.png,0
14996.png,1
14997.png,1
14998.png,1
14999.png,0
15000.png,0
15001.png,1
15002.png,1
15003.png,1
15004.png,0
15005.png,1
15006.png,0
15007.png,0
15008.png,1
15009.png,1
15010.png,1
15011.png,1
15012.png,0
15013.png,0
15014.png,1
15015.png,0
15016.png,1
15017.png,1
15018.png,1
15019.png,0
15020.png,0
15021.png,1
15022.png,0
15023.png,0
15024.png,0
15025.png,0
15026.png,0
15027.png,1
15028.png,0
15029.png,0
15030.png,0
15031.png,0
15032.png,0
15033.png,1
15034.png,0
15035.png,0
15036.png,0
15037.png,1
15038.png,1
15039.png,1
15040.png,0
15041.png,0
15042.png,0
15043.png,0
15044.png,0
15045.png,0
15046.png,1
15047.png,0
15048.png,0
15049.png,0
15050.png,0
15051.png,1
15052.png,0
15053.png,1
15054.png,0
15055.png,1
15056.png,0
15057.png,0
15058.png,1
15059.png,0
15060.png,0
15061.png,1
15062.png,0
15063.png,0
15064.png,0
15065.png,0
15066.png,1
15067.png,0
15068.png,0
15069.png,1
15070.png,0
15071.png,0
15072.png,0
15073.png,0
15074.png,0
15075.png,0
15076.png,0
15077.png,0
15078.png,0
15079.png,0
15080.png,1
15081.png,0
15082.png,0
15083.png,0
15084.png,0
15085.png,0
15086.png,1
15087.png,0
15088.png,0
15089.png,0
15090.png,0
