0,1,2,3,4
09022.png,pos,1,Woman,white
09031.png,pos,1,Woman,white
09032.png,neutral,1,Woman,asian
09038.png,neutral,0,Woman,white
09040.png,neg,0,Man,white
09041.png,neg,0,Woman,white
09042.png,pos,0,Woman,asian
09043.png,pos,0,Woman,white
09048.png,pos,0,Woman,white
09056.png,pos,1,Woman,white
09057.png,neg,1,Man,white
09058.png,pos,0,Woman,white
09060.png,neg,1,Woman,asian
09061.png,pos,1,Woman,white
09062.png,neutral,1,Woman,white
09065.png,neutral,1,Woman,white
09069.png,pos,0,Woman,asian
09070.png,neg,1,Woman,white
09072.png,neg,1,Woman,white
09073.png,pos,0,Woman,white
09074.png,pos,0,Woman,white
09075.png,pos,1,Woman,white
09076.png,neg,1,Man,white
09077.png,neg,0,Man,asian
09079.png,neutral,0,Woman,asian
09080.png,neg,0,Woman,white
09087.png,neg,0,Man,asian
09089.png,pos,0,Woman,asian
09091.png,neutral,0,Woman,asian
09094.png,neg,0,Woman,white
09095.png,pos,1,Woman,white
09099.png,pos,0,Woman,white
09100.png,pos,0,Woman,white
09102.png,neg,0,Man,latino hispanic
09104.png,pos,0,Woman,white
09107.png,pos,0,Woman,white
09109.png,neg,1,Man,latino hispanic
09116.png,neutral,1,Woman,asian
09117.png,pos,0,Woman,white
09119.png,neutral,0,Woman,white
09120.png,pos,1,Woman,white
09122.png,neg,1,Man,white
09127.png,pos,0,Woman,white
09128.png,neutral,0,Woman,asian
09130.png,pos,1,Woman,asian
09131.png,pos,0,Woman,white
09133.png,pos,0,Woman,asian
09135.png,neg,1,Man,white
09139.png,neutral,0,Woman,white
09141.png,pos,0,Woman,white
09142.png,neutral,1,Woman,white
09143.png,neg,0,Woman,white
09144.png,neutral,1,Woman,asian
09145.png,pos,0,Woman,white
09149.png,pos,0,Woman,white
09150.png,pos,0,Woman,white
09152.png,neg,1,Man,asian
09157.png,pos,1,Woman,asian
09165.png,pos,0,Woman,white
09166.png,neutral,0,Woman,asian
09169.png,pos,0,Man,latino hispanic
09170.png,pos,1,Woman,latino hispanic
09174.png,neutral,1,Man,latino hispanic
09176.png,neutral,0,Woman,white
09178.png,neutral,0,Woman,white
09179.png,pos,0,Woman,white
09180.png,neutral,0,Woman,white
09181.png,pos,0,Woman,white
09182.png,neg,1,Man,white
09183.png,pos,0,Woman,white
09189.png,neg,0,Man,white
09192.png,pos,0,Woman,white
09193.png,pos,0,Woman,latino hispanic
09194.png,pos,0,Woman,white
09197.png,pos,0,Woman,white
09198.png,pos,0,Woman,white
09200.png,pos,0,Woman,white
09201.png,pos,1,Woman,white
09202.png,pos,0,Woman,asian
09204.png,neg,1,Man,latino hispanic
09205.png,pos,0,Woman,white
09206.png,pos,1,Woman,white
09211.png,neg,0,Man,white
09214.png,neg,0,Man,white
09215.png,neutral,0,Woman,asian
09223.png,pos,0,Woman,white
09227.png,neutral,0,Woman,white
09235.png,neutral,0,Woman,asian
09236.png,neutral,0,Woman,white
09239.png,pos,0,Woman,white
09243.png,neutral,0,Woman,asian
09246.png,neutral,1,Woman,asian
09247.png,pos,0,Woman,white
09248.png,pos,0,Woman,white
09250.png,pos,1,Woman,white
09252.png,pos,0,Woman,asian
09255.png,pos,1,Woman,asian
09256.png,neutral,0,Woman,asian
09259.png,pos,1,Woman,white
09262.png,pos,1,Woman,white
09265.png,pos,0,Woman,asian
09268.png,pos,0,Woman,white
09271.png,pos,0,Woman,white
09273.png,neutral,1,Woman,white
09275.png,neutral,0,Woman,white
09280.png,neutral,1,Woman,asian
09282.png,pos,1,Woman,white
09284.png,neutral,0,Woman,asian
09288.png,neutral,0,Woman,asian
09290.png,neutral,0,Woman,white
09294.png,pos,0,Woman,white
09296.png,pos,0,Woman,white
09298.png,neutral,0,Woman,white
09300.png,pos,0,Woman,asian
09301.png,neutral,0,Woman,white
09303.png,pos,0,Woman,asian
09308.png,neutral,0,Woman,white
09309.png,pos,0,Woman,white
09311.png,neg,1,Man,white
09312.png,pos,0,Woman,asian
09315.png,neg,1,Woman,asian
09316.png,neg,1,Man,white
09317.png,pos,0,Woman,asian
09319.png,pos,0,Woman,white
09321.png,neg,1,Man,white
09322.png,neutral,0,Woman,asian
09327.png,neg,1,Woman,white
09330.png,neg,1,Man,asian
09332.png,pos,0,Woman,white
09335.png,pos,0,Woman,white
09338.png,neg,1,Man,white
09339.png,neutral,0,Woman,white
09341.png,neutral,0,Woman,asian
09343.png,neg,0,Man,white
09346.png,pos,0,Woman,white
09351.png,pos,1,Woman,white
09353.png,neutral,1,Woman,asian
09356.png,pos,0,Woman,asian
09358.png,neg,1,Man,white
09359.png,neg,1,Man,latino hispanic
09360.png,pos,0,Woman,white
09365.png,pos,0,Man,asian
09366.png,neg,1,Man,white
09367.png,pos,0,Woman,white
09369.png,pos,0,Woman,white
09371.png,neg,0,Woman,asian
09372.png,neutral,0,Man,asian
09373.png,pos,0,Woman,white
09376.png,pos,1,Man,asian
09377.png,neg,0,Woman,latino hispanic
09378.png,pos,0,Woman,white
09379.png,neg,1,Man,white
09381.png,pos,0,Woman,white
09387.png,neg,0,Man,white
09390.png,pos,0,Woman,white
09392.png,pos,0,Woman,asian
09393.png,pos,1,Woman,asian
09396.png,neutral,0,Woman,white
09397.png,pos,0,Woman,white
09399.png,pos,0,Woman,white
09405.png,pos,1,Woman,white
09410.png,pos,0,Woman,white
09412.png,neg,1,Woman,white
09413.png,pos,0,Woman,white
09414.png,neg,0,Man,asian
09419.png,neutral,0,Woman,asian
09424.png,pos,0,Woman,white
09425.png,pos,0,Woman,asian
09428.png,pos,0,Woman,white
09430.png,neg,1,Woman,white
09432.png,neutral,0,Woman,white
09434.png,pos,1,Woman,white
09436.png,pos,1,Woman,asian
09437.png,pos,0,Woman,white
09439.png,pos,0,Woman,white
09440.png,neutral,0,Woman,asian
09441.png,pos,1,Woman,white
09443.png,pos,0,Woman,white
09445.png,pos,1,Woman,asian
09449.png,pos,0,Woman,white
09451.png,pos,0,Woman,asian
09452.png,pos,0,Woman,asian
09453.png,neutral,0,Man,asian
09455.png,neutral,0,Woman,asian
09456.png,pos,1,Man,asian
09459.png,pos,1,Woman,asian
09461.png,pos,0,Man,asian
09462.png,pos,0,Man,asian
09463.png,neg,0,Man,white
09464.png,neg,0,Man,latino hispanic
09465.png,pos,0,Woman,white
09467.png,pos,0,Woman,asian
09468.png,pos,1,Man,asian
09471.png,pos,0,Man,asian
09473.png,neg,0,Man,black
09474.png,pos,0,Woman,white
09475.png,neutral,0,Woman,white
09476.png,pos,0,Woman,white
09478.png,neg,0,Man,white
09480.png,pos,0,Woman,asian
09482.png,pos,0,Man,asian
09483.png,pos,1,Woman,white
09486.png,neg,0,Man,white
09487.png,pos,1,Woman,white
09494.png,neutral,0,Woman,asian
09496.png,neutral,0,Woman,white
09498.png,pos,0,Woman,white
09500.png,pos,0,Woman,white
09501.png,pos,0,Woman,white
09503.png,pos,0,Man,asian
09505.png,neg,1,Man,white
09506.png,pos,1,Woman,white
09511.png,pos,1,Woman,white
09513.png,pos,0,Man,asian
09515.png,neutral,0,Woman,asian
09516.png,pos,1,Man,asian
09518.png,neg,1,Woman,white
09521.png,pos,0,Woman,white
09522.png,neutral,0,Man,asian
09524.png,neutral,0,Man,asian
09525.png,pos,1,Woman,white
09527.png,pos,0,Woman,white
09529.png,pos,0,Woman,white
09531.png,pos,0,Woman,white
09532.png,pos,0,Woman,white
09535.png,neutral,0,Man,asian
09536.png,neutral,0,Man,asian
09537.png,pos,0,Woman,asian
09539.png,pos,0,Woman,white
09540.png,neutral,0,Man,asian
09542.png,pos,0,Man,asian
09543.png,pos,0,Woman,asian
09545.png,neg,0,Man,white
09546.png,pos,0,Woman,white
09552.png,neutral,0,Man,asian
09553.png,pos,0,Woman,asian
09557.png,pos,0,Woman,white
09558.png,pos,0,Woman,white
09559.png,pos,0,Woman,white
09563.png,pos,0,Woman,asian
09565.png,pos,0,Woman,white
09570.png,pos,0,Woman,white
09571.png,pos,0,Woman,white
09572.png,pos,1,Woman,white
09573.png,neutral,0,Woman,white
09574.png,pos,1,Man,asian
09576.png,neutral,0,Woman,asian
09577.png,pos,0,Woman,white
09580.png,pos,1,Man,asian
09585.png,pos,0,Woman,white
09586.png,neutral,0,Man,asian
09587.png,pos,0,Woman,white
09590.png,pos,0,Woman,white
09591.png,pos,0,Man,asian
09593.png,pos,0,Woman,white
09595.png,neutral,1,Man,asian
09596.png,pos,1,Woman,white
09597.png,pos,0,Woman,white
09600.png,pos,0,Man,asian
09601.png,pos,0,Man,latino hispanic
09602.png,pos,0,Man,asian
09603.png,pos,0,Woman,asian
09606.png,pos,0,Man,asian
09608.png,pos,1,Man,asian
09609.png,pos,0,Man,asian
09610.png,pos,0,Woman,asian
09611.png,pos,0,Woman,asian
09614.png,pos,0,Woman,white
09617.png,pos,1,Man,asian
09620.png,pos,1,Man,latino hispanic
09621.png,pos,0,Woman,white
09623.png,pos,0,Man,latino hispanic
09627.png,neutral,0,Woman,asian
09630.png,pos,0,Woman,white
09632.png,neutral,0,Woman,asian
09634.png,pos,1,Woman,white
09635.png,neutral,0,Man,asian
09636.png,pos,0,Woman,white
09638.png,pos,0,Woman,white
09639.png,pos,1,Woman,white
09642.png,pos,0,Woman,white
09643.png,neutral,0,Man,asian
09649.png,pos,0,Woman,white
09656.png,pos,1,Man,asian
09657.png,pos,1,Woman,white
09659.png,neutral,0,Man,asian
09660.png,pos,0,Man,asian
09661.png,pos,0,Woman,white
09662.png,pos,1,Man,asian
09663.png,pos,1,Man,asian
09664.png,neutral,0,Woman,white
09665.png,pos,0,Man,asian
09666.png,pos,0,Woman,white
09671.png,pos,0,Woman,white
09672.png,pos,0,Man,asian
09673.png,pos,1,Woman,white
09674.png,pos,1,Woman,white
09678.png,pos,0,Woman,white
09682.png,pos,0,Man,asian
09683.png,pos,0,Woman,white
09686.png,neutral,0,Woman,asian
09691.png,pos,0,Woman,white
09694.png,neutral,1,Woman,white
09695.png,neutral,1,Man,asian
09696.png,neutral,0,Man,asian
09698.png,pos,0,Man,asian
09703.png,pos,0,Man,asian
09705.png,pos,0,Woman,white
09711.png,pos,0,Woman,white
09714.png,pos,0,Woman,white
09715.png,pos,0,Man,latino hispanic
09718.png,pos,0,Woman,white
09721.png,neutral,0,Man,asian
09722.png,pos,1,Man,latino hispanic
09723.png,neutral,0,Woman,white
09724.png,neutral,0,Woman,white
09727.png,neutral,0,Woman,asian
09728.png,pos,0,Woman,white
09729.png,pos,0,Man,asian
09730.png,neutral,0,Man,asian
09732.png,pos,0,Woman,latino hispanic
09733.png,pos,0,Man,latino hispanic
09735.png,pos,0,Woman,latino hispanic
09737.png,neutral,0,Woman,white
09739.png,neutral,0,Man,asian
09740.png,pos,1,Man,latino hispanic
09743.png,pos,0,Woman,asian
09744.png,pos,0,Woman,white
09746.png,pos,1,Man,asian
09747.png,neutral,0,Woman,asian
09748.png,pos,0,Woman,white
09749.png,pos,1,Man,asian
09752.png,neutral,0,Woman,white
09753.png,pos,1,Woman,white
09754.png,pos,1,Woman,white
09755.png,neutral,0,Man,asian
09756.png,neutral,0,Woman,asian
09757.png,neutral,0,Woman,asian
09759.png,pos,0,Woman,asian
09760.png,pos,0,Woman,asian
09762.png,pos,0,Man,latino hispanic
09764.png,pos,0,Woman,white
09765.png,neutral,0,Woman,white
09766.png,pos,1,Man,asian
09767.png,pos,1,Woman,white
09768.png,pos,0,Man,asian
09770.png,pos,0,Woman,asian
09773.png,pos,0,Woman,white
09774.png,pos,0,Man,asian
09775.png,pos,0,Woman,white
09776.png,neutral,0,Man,asian
09779.png,neutral,0,Woman,asian
09784.png,neutral,1,Woman,asian
09787.png,pos,0,Woman,asian
09788.png,pos,0,Woman,asian
09790.png,pos,0,Woman,white
09791.png,pos,0,Man,asian
09793.png,pos,0,Man,latino hispanic
09799.png,neutral,1,Man,asian
09805.png,pos,0,Woman,asian
09808.png,pos,0,Woman,asian
09812.png,pos,0,Woman,white
09816.png,pos,0,Man,latino hispanic
09817.png,neutral,0,Man,asian
09818.png,pos,0,Woman,white
09822.png,pos,1,Man,latino hispanic
09823.png,pos,0,Woman,asian
09824.png,pos,0,Man,asian
09826.png,pos,0,Woman,white
09827.png,pos,0,Woman,white
09828.png,pos,0,Woman,asian
09830.png,neutral,1,Man,asian
09831.png,pos,1,Woman,asian
09834.png,pos,0,Woman,asian
09835.png,neutral,1,Man,asian
09839.png,neutral,1,Man,asian
09840.png,neutral,0,Woman,asian
09844.png,pos,1,Woman,white
09846.png,neutral,0,Man,asian
09849.png,pos,0,Woman,white
09851.png,pos,0,Woman,white
09852.png,pos,0,Woman,white
09854.png,neutral,0,Man,asian
09859.png,pos,0,Woman,white
09860.png,pos,1,Woman,white
09861.png,pos,1,Man,asian
09862.png,pos,0,Woman,white
09863.png,pos,0,Woman,white
09866.png,pos,0,Woman,asian
09868.png,pos,0,Woman,white
09869.png,pos,0,Woman,white
09871.png,pos,0,Woman,asian
09875.png,pos,1,Woman,asian
09877.png,pos,1,Man,asian
09878.png,neutral,0,Woman,white
09879.png,pos,0,Woman,white
09881.png,pos,0,Woman,white
09882.png,pos,1,Man,asian
09883.png,pos,0,Woman,white
09886.png,pos,0,Woman,asian
09888.png,pos,0,Woman,asian
09890.png,neutral,1,Woman,white
09891.png,pos,1,Woman,asian
09893.png,pos,0,Woman,white
09898.png,pos,0,Woman,white
09900.png,neutral,0,Woman,white
09902.png,neutral,0,Man,asian
09904.png,pos,0,Woman,white
09908.png,pos,1,Woman,white
09910.png,pos,0,Woman,asian
09912.png,pos,0,Woman,asian
09914.png,pos,0,Woman,asian
09917.png,pos,0,Man,asian
09919.png,neutral,0,Woman,white
09920.png,pos,0,Man,asian
09921.png,pos,0,Man,asian
09922.png,neutral,0,Woman,white
09923.png,neutral,0,Man,asian
09925.png,neutral,1,Man,asian
09926.png,pos,0,Woman,white
09930.png,pos,0,Woman,white
09931.png,pos,1,Woman,white
09932.png,neutral,0,Woman,white
09938.png,pos,0,Woman,white
09939.png,pos,0,Woman,asian
09940.png,pos,0,Woman,white
09950.png,pos,0,Woman,white
09951.png,pos,1,Woman,white
09952.png,pos,1,Woman,white
09956.png,pos,0,Woman,white
09957.png,neutral,1,Man,latino hispanic
09959.png,pos,0,Man,asian
09960.png,pos,0,Woman,white
09964.png,pos,1,Man,asian
09965.png,pos,1,Woman,white
09966.png,pos,0,Woman,white
09967.png,neutral,1,Woman,asian
09968.png,pos,1,Man,asian
09969.png,pos,0,Woman,white
09971.png,pos,0,Woman,latino hispanic
09972.png,neutral,0,Man,asian
09973.png,pos,0,Woman,latino hispanic
09975.png,pos,0,Woman,white
09977.png,pos,0,Woman,asian
09978.png,pos,0,Woman,white
09979.png,pos,1,Woman,white
09982.png,pos,1,Man,asian
09983.png,pos,0,Man,asian
09984.png,pos,0,Man,asian
09986.png,pos,0,Woman,white
09987.png,neutral,1,Man,asian
09988.png,pos,1,Woman,white
09990.png,pos,0,Woman,white
09991.png,pos,1,Man,latino hispanic
09993.png,pos,1,Woman,white
09994.png,pos,1,Woman,white
09995.png,neutral,0,Woman,white
09999.png,pos,0,Woman,asian
10000.png,pos,0,Woman,white
10001.png,pos,1,Man,asian
10003.png,pos,1,Woman,white
10004.png,pos,1,Woman,white
10007.png,neutral,0,Woman,asian
10012.png,pos,1,Woman,white
10014.png,pos,0,Woman,asian
10017.png,pos,1,Woman,white
10018.png,pos,0,Woman,white
10019.png,neutral,0,Man,asian
10020.png,pos,0,Man,asian
10023.png,neutral,0,Woman,asian
10024.png,neutral,0,Man,asian
10026.png,pos,0,Woman,asian
10028.png,pos,1,Man,asian
10033.png,neutral,0,Woman,asian
10036.png,pos,1,Woman,white
10037.png,pos,0,Woman,white
10038.png,pos,1,Woman,white
10044.png,pos,0,Woman,white
10045.png,pos,0,Woman,white
10046.png,neutral,0,Woman,asian
10049.png,neutral,0,Woman,white
10050.png,pos,0,Woman,white
10052.png,pos,1,Man,asian
10053.png,neutral,1,Man,asian
10055.png,neutral,1,Man,asian
10057.png,pos,0,Woman,asian
10059.png,pos,1,Woman,white
10060.png,neutral,0,Man,asian
10061.png,pos,0,Woman,white
10064.png,pos,0,Woman,white
10065.png,neutral,0,Woman,asian
10066.png,pos,0,Woman,asian
10068.png,pos,0,Woman,white
10071.png,pos,0,Woman,white
10072.png,neutral,0,Woman,white
10073.png,pos,0,Woman,asian
10074.png,pos,0,Woman,white
10076.png,pos,1,Woman,white
10077.png,neutral,0,Man,asian
10078.png,neutral,0,Man,asian
10080.png,neg,1,Man,white
10081.png,pos,0,Woman,white
10083.png,neutral,0,Woman,white
10085.png,neg,1,Woman,white
10086.png,pos,0,Man,asian
10087.png,pos,0,Man,asian
10089.png,pos,0,Woman,white
10090.png,pos,0,Woman,asian
10091.png,neutral,1,Woman,asian
10094.png,pos,0,Woman,white
10096.png,neg,0,Woman,white
10098.png,pos,0,Woman,white
10099.png,neutral,1,Woman,white
10102.png,neutral,0,Woman,asian
10103.png,neutral,0,Man,asian
10104.png,pos,1,Man,asian
10106.png,pos,0,Woman,white
10107.png,pos,1,Man,asian
10112.png,pos,0,Woman,white
10113.png,pos,0,Woman,white
10116.png,pos,0,Man,latino hispanic
10117.png,pos,1,Man,asian
10119.png,neutral,0,Woman,white
10120.png,pos,0,Man,asian
10124.png,pos,0,Woman,white
10126.png,pos,0,Woman,white
10127.png,pos,0,Woman,asian
10130.png,pos,0,Man,latino hispanic
10131.png,pos,0,Man,asian
10132.png,neutral,0,Woman,white
10133.png,pos,0,Woman,white
10134.png,pos,0,Woman,white
10137.png,pos,1,Man,latino hispanic
10138.png,pos,1,Woman,white
10139.png,pos,1,Man,asian
10141.png,neutral,0,Woman,white
10143.png,pos,0,Man,asian
10157.png,pos,0,Man,asian
10158.png,neutral,1,Man,asian
10160.png,pos,0,Man,asian
10162.png,pos,0,Woman,white
10164.png,neutral,1,Man,asian
10166.png,pos,0,Woman,white
10167.png,pos,0,Woman,asian
10171.png,pos,0,Woman,white
10173.png,pos,0,Woman,white
10174.png,neutral,1,Man,asian
10175.png,pos,1,Woman,white
10176.png,neutral,0,Woman,asian
10181.png,pos,0,Man,latino hispanic
10183.png,pos,0,Woman,white
10185.png,neutral,0,Woman,white
10188.png,neutral,0,Woman,latino hispanic
10189.png,pos,0,Woman,white
10192.png,pos,0,Man,asian
10194.png,pos,1,Man,asian
10195.png,neutral,1,Man,asian
10197.png,pos,0,Woman,asian
10198.png,pos,0,Man,asian
10206.png,pos,0,Woman,white
10207.png,pos,0,Man,asian
10208.png,pos,0,Woman,latino hispanic
10211.png,pos,0,Man,asian
10212.png,pos,0,Man,asian
10214.png,pos,0,Woman,latino hispanic
10215.png,pos,0,Woman,latino hispanic
10219.png,pos,0,Man,asian
10220.png,pos,0,Man,asian
10223.png,neutral,0,Woman,white
10225.png,pos,0,Woman,asian
10226.png,neutral,0,Man,asian
10227.png,pos,0,Woman,asian
10228.png,neutral,0,Woman,white
10230.png,pos,1,Woman,latino hispanic
10233.png,neutral,1,Woman,asian
10234.png,pos,1,Man,latino hispanic
10235.png,pos,0,Woman,latino hispanic
10236.png,pos,1,Woman,asian
10238.png,pos,1,Man,asian
10241.png,pos,1,Woman,white
10242.png,pos,0,Woman,white
10245.png,neutral,0,Woman,white
10246.png,neutral,1,Man,latino hispanic
10247.png,pos,0,Woman,white
10249.png,pos,0,Woman,white
10250.png,neutral,0,Man,asian
10256.png,pos,0,Woman,latino hispanic
10259.png,pos,0,Woman,white
10263.png,pos,0,Woman,white
10264.png,pos,0,Woman,asian
10265.png,neutral,1,Man,asian
10267.png,pos,0,Man,asian
10268.png,neutral,0,Man,asian
10269.png,neutral,0,Woman,white
10270.png,pos,0,Woman,white
10277.png,pos,0,Man,asian
10282.png,pos,0,Woman,white
10283.png,pos,1,Woman,white
10284.png,neutral,0,Man,latino hispanic
10285.png,pos,0,Woman,white
10289.png,pos,0,Woman,white
10291.png,pos,1,Woman,asian
10292.png,pos,1,Man,asian
10294.png,pos,0,Man,asian
10295.png,neutral,0,Woman,white
10296.png,neutral,0,Man,asian
10298.png,neutral,1,Woman,white
10299.png,pos,0,Man,asian
10301.png,pos,0,Woman,asian
10302.png,pos,1,Man,asian
10303.png,pos,0,Man,latino hispanic
10304.png,pos,0,Woman,white
10306.png,pos,0,Man,asian
10307.png,pos,1,Man,asian
10308.png,pos,1,Woman,asian
10309.png,pos,0,Man,latino hispanic
10311.png,pos,0,Woman,asian
10312.png,neutral,0,Woman,asian
10315.png,neutral,1,Man,asian
10316.png,neutral,1,Man,asian
10317.png,pos,0,Woman,white
10319.png,neutral,0,Woman,white
10322.png,neutral,0,Woman,asian
10323.png,pos,0,Man,latino hispanic
10324.png,pos,0,Woman,asian
10326.png,neutral,0,Man,asian
10327.png,pos,0,Woman,white
10328.png,neutral,0,Man,asian
10330.png,pos,0,Man,asian
10331.png,pos,0,Man,black
10333.png,pos,0,Woman,white
10334.png,pos,0,Man,latino hispanic
10336.png,pos,0,Woman,white
10337.png,pos,1,Woman,latino hispanic
10339.png,pos,0,Man,asian
10340.png,pos,1,Woman,white
10342.png,pos,0,Woman,white
10343.png,neutral,0,Woman,latino hispanic
10344.png,pos,0,Woman,white
10345.png,neutral,0,Man,latino hispanic
10347.png,neutral,0,Woman,white
10349.png,pos,0,Man,latino hispanic
10350.png,pos,0,Woman,white
10352.png,pos,0,Woman,white
10353.png,pos,0,Man,latino hispanic
10354.png,neutral,0,Woman,asian
10356.png,pos,0,Woman,white
10357.png,neutral,1,Woman,asian
10358.png,pos,1,Woman,white
10359.png,pos,0,Woman,latino hispanic
10362.png,neutral,0,Man,asian
10363.png,pos,1,Man,black
10364.png,pos,0,Woman,white
10365.png,pos,0,Man,asian
10366.png,pos,1,Man,asian
10367.png,pos,1,Man,latino hispanic
10369.png,pos,0,Man,asian
10370.png,pos,1,Woman,asian
10371.png,pos,1,Man,latino hispanic
10372.png,pos,0,Woman,white
10373.png,neutral,0,Man,asian
10376.png,pos,1,Woman,white
10377.png,pos,0,Man,asian
10379.png,pos,0,Woman,white
10380.png,pos,1,Man,asian
10381.png,pos,0,Woman,white
10382.png,pos,1,Man,asian
10385.png,pos,0,Woman,white
10388.png,pos,0,Woman,white
10389.png,pos,0,Woman,white
10390.png,neutral,0,Man,latino hispanic
10391.png,pos,0,Man,latino hispanic
10393.png,neutral,1,Man,asian
10394.png,pos,0,Woman,latino hispanic
10395.png,pos,1,Woman,asian
10396.png,pos,1,Man,asian
10397.png,pos,0,Woman,asian
10398.png,neutral,0,Woman,asian
10399.png,pos,0,Man,latino hispanic
10402.png,neutral,0,Man,asian
10403.png,pos,1,Woman,latino hispanic
10404.png,pos,0,Man,asian
10406.png,pos,0,Woman,white
10407.png,pos,0,Man,asian
10408.png,pos,0,Woman,latino hispanic
10409.png,pos,0,Man,asian
10412.png,pos,0,Man,asian
10417.png,pos,0,Woman,latino hispanic
10420.png,pos,1,Woman,white
10423.png,pos,1,Woman,white
10424.png,neutral,1,Man,latino hispanic
10425.png,pos,0,Woman,white
10426.png,neutral,0,Man,asian
10429.png,pos,1,Woman,white
10430.png,neutral,0,Woman,white
10432.png,pos,0,Woman,asian
10433.png,pos,0,Woman,latino hispanic
10435.png,pos,1,Woman,white
10436.png,neutral,0,Man,asian
10437.png,pos,0,Man,asian
10439.png,pos,1,Woman,black
10441.png,pos,1,Woman,white
10442.png,pos,0,Woman,white
10443.png,pos,0,Woman,asian
10444.png,neutral,1,Woman,white
10446.png,neutral,1,Woman,white
10448.png,pos,0,Woman,white
10450.png,neutral,0,Woman,white
10453.png,pos,0,Woman,white
10455.png,pos,0,Woman,asian
10456.png,neutral,0,Woman,white
10458.png,neutral,0,Man,asian
10460.png,pos,0,Woman,white
10462.png,pos,0,Man,asian
10463.png,neutral,0,Man,asian
10466.png,pos,1,Man,asian
10467.png,pos,1,Man,latino hispanic
10470.png,pos,1,Woman,asian
10471.png,neutral,0,Man,asian
10472.png,pos,0,Woman,white
10473.png,pos,1,Man,asian
10474.png,pos,1,Woman,white
10475.png,pos,0,Woman,white
10478.png,pos,0,Woman,white
10480.png,neutral,1,Man,latino hispanic
10482.png,pos,1,Woman,asian
10483.png,neutral,0,Man,asian
10485.png,neutral,1,Man,latino hispanic
10487.png,pos,0,Man,latino hispanic
10488.png,pos,0,Woman,latino hispanic
10489.png,neutral,0,Woman,white
10493.png,pos,0,Woman,asian
10494.png,neutral,0,Man,asian
10495.png,pos,0,Woman,white
10498.png,neutral,0,Woman,white
10506.png,neutral,0,Man,asian
10507.png,pos,0,Woman,white
10509.png,pos,1,Woman,white
10510.png,pos,0,Woman,white
10513.png,pos,0,Woman,white
10517.png,pos,0,Woman,white
10518.png,pos,1,Woman,white
10519.png,pos,0,Woman,asian
10524.png,neutral,1,Woman,white
10525.png,neutral,0,Woman,white
10527.png,neutral,0,Woman,white
10529.png,neutral,0,Woman,latino hispanic
10532.png,pos,0,Woman,white
10533.png,neutral,0,Woman,asian
10534.png,pos,0,Woman,white
10535.png,pos,0,Woman,latino hispanic
10537.png,pos,1,Man,latino hispanic
10540.png,pos,0,Man,latino hispanic
10542.png,neutral,0,Man,asian
10544.png,neutral,0,Woman,asian
10546.png,pos,0,Woman,white
10550.png,pos,0,Woman,white
10551.png,pos,0,Man,asian
10553.png,pos,0,Woman,white
10555.png,pos,1,Man,latino hispanic
10556.png,pos,1,Woman,asian
10558.png,pos,0,Woman,white
10559.png,pos,0,Woman,asian
10561.png,pos,0,Man,latino hispanic
10562.png,pos,0,Man,asian
10565.png,pos,0,Woman,latino hispanic
10567.png,pos,1,Man,asian
10568.png,neutral,0,Woman,white
10570.png,pos,0,Woman,white
10571.png,pos,0,Woman,white
10572.png,neutral,0,Man,asian
10573.png,pos,1,Woman,white
10575.png,pos,0,Woman,asian
10578.png,pos,0,Woman,white
10579.png,neutral,1,Man,asian
10580.png,neutral,0,Man,latino hispanic
10581.png,pos,0,Man,asian
10583.png,neutral,0,Man,asian
10584.png,pos,0,Man,asian
10585.png,neutral,0,Man,asian
10586.png,pos,1,Woman,white
10587.png,neutral,1,Woman,asian
10589.png,pos,1,Woman,latino hispanic
10590.png,neutral,0,Woman,asian
10591.png,pos,1,Man,latino hispanic
10593.png,pos,0,Man,latino hispanic
10594.png,pos,0,Woman,white
10595.png,neutral,1,Man,asian
10596.png,neutral,0,Woman,asian
10597.png,pos,0,Woman,asian
10599.png,pos,1,Man,latino hispanic
10601.png,pos,0,Woman,white
10602.png,neutral,0,Man,asian
10603.png,pos,0,Woman,white
10604.png,pos,0,Woman,white
10608.png,pos,0,Woman,white
10609.png,pos,0,Woman,white
10612.png,pos,0,Woman,white
10613.png,pos,1,Woman,white
10614.png,pos,0,Man,latino hispanic
10615.png,pos,0,Woman,white
10616.png,pos,0,Woman,asian
10617.png,pos,1,Man,asian
10619.png,pos,1,Man,asian
10621.png,pos,1,Man,asian
10622.png,pos,0,Woman,asian
10623.png,pos,0,Woman,white
10624.png,pos,1,Woman,white
10625.png,neutral,0,Man,asian
10626.png,pos,0,Woman,white
10627.png,neutral,1,Woman,asian
10628.png,pos,0,Woman,white
10630.png,pos,0,Man,asian
10632.png,pos,0,Man,latino hispanic
10633.png,pos,0,Woman,white
10636.png,pos,0,Woman,asian
10637.png,neutral,0,Man,asian
10638.png,pos,0,Man,asian
10639.png,pos,1,Woman,white
10640.png,pos,0,Woman,asian
10641.png,neutral,0,Man,asian
10645.png,pos,0,Woman,white
10648.png,pos,0,Woman,asian
10649.png,pos,0,Woman,asian
10650.png,pos,0,Man,asian
10651.png,neutral,0,Man,asian
10652.png,pos,0,Man,asian
10653.png,pos,0,Man,latino hispanic
10656.png,neutral,0,Man,asian
10657.png,neutral,0,Woman,asian
10658.png,pos,0,Woman,asian
