Name,FacialExp
21544,angry
21545,happy
21546,angry
21547,happy
21548,angry
21549,happy
21550,neutral
21551,neutral
21552,neutral
21553,neutral
21554,happy
21555,happy
21556,neutral
21557,neutral
21558,neutral
21559,neutral
21560,neutral
21561,happy
21562,neutral
21563,neutral
21564,happy
21565,happy
21566,happy
21567,surprise
21568,happy
21569,neutral
21570,neutral
21571,happy
21572,happy
21573,happy
21574,neutral
21575,happy
21576,happy
21577,neutral
21578,happy
21579,happy
21580,neutral
21581,happy
21582,neutral
21583,happy
21584,angry
21585,happy
21586,neutral
21587,happy
21588,happy
21589,happy
21590,angry
21591,angry
21592,angry
21593,neutral
21594,neutral
21595,happy
21596,neutral
21597,happy
21598,happy
21599,happy
21600,happy
21601,happy
21602,neutral
21603,neutral
21604,neutral
21605,neutral
21606,happy
21607,neutral
21608,happy
21609,happy
21610,sad
21611,happy
21612,happy
21613,happy
21614,happy
21615,happy
21616,happy
21617,neutral
21618,neutral
21619,happy
21620,happy
21621,happy
21622,angry
21623,happy
21624,neutral
21625,neutral
21626,happy
21627,happy
21628,neutral
21629,sad
21630,happy
21631,neutral
21632,happy
21633,happy
21634,neutral
21635,happy
21636,angry
21637,surprise
21638,happy
21639,angry
21640,sad
21641,happy
21642,happy
21643,sad
21644,happy
21645,happy
21646,neutral
21647,happy
21648,neutral
21649,neutral
21650,neutral
21651,neutral
21652,happy
21653,sad
21654,happy
21655,happy
21656,happy
21657,happy
21658,neutral
21659,happy
21660,happy
21661,fear
21662,happy
21663,neutral
21664,neutral
21665,neutral
21666,neutral
21667,neutral
21668,happy
21669,happy
21670,neutral
21671,happy
21672,happy
21673,neutral
21674,happy
21675,happy
21676,neutral
21677,happy
21678,happy
21679,happy
21680,neutral
21681,neutral
21682,happy
21683,happy
21684,neutral
21685,happy
21686,sad
21687,neutral
21688,neutral
21689,happy
21690,happy
21691,neutral
21692,happy
21693,angry
21694,neutral
21695,happy
21696,happy
21697,fear
21698,neutral
21699,neutral
21700,neutral
21701,happy
21702,happy
21703,happy
21704,neutral
21705,happy
21706,happy
21707,happy
21708,happy
21709,happy
21710,happy
21711,happy
21712,sad
21713,happy
21714,happy
21715,happy
21716,happy
21717,neutral
21718,happy
21719,neutral
21720,happy
21721,happy
21722,happy
21723,happy
21724,happy
21725,happy
21726,happy
21727,happy
21728,happy
21729,neutral
21730,happy
21731,happy
21732,happy
21733,happy
21734,happy
21735,neutral
21736,happy
21737,happy
21738,happy
21739,happy
21740,neutral
21741,happy
21742,happy
21743,happy
21744,happy
21745,happy
21746,happy
21747,neutral
21748,neutral
21749,happy
21750,neutral
21751,happy
21752,angry
21753,sad
21754,happy
21755,happy
21756,neutral
21757,happy
21758,happy
21759,neutral
21760,happy
21761,happy
21762,happy
21763,neutral
21764,happy
21765,neutral
21766,happy
21767,neutral
21768,neutral
21769,happy
21770,happy
21771,neutral
21772,neutral
21773,fear
21774,happy
21775,neutral
21776,happy
21777,happy
21778,fear
21779,angry
21780,happy
21781,happy
21782,happy
21783,happy
21784,happy
21785,happy
21786,happy
21787,happy
21788,happy
21789,happy
21790,neutral
21791,happy
21792,angry
21793,happy
21794,happy
21795,sad
21796,neutral
21797,happy
21798,happy
21799,happy
21800,happy
21801,happy
21802,happy
21803,angry
21804,neutral
21805,neutral
21806,happy
21807,angry
21808,happy
21809,happy
21810,happy
21811,happy
21812,happy
21813,neutral
21814,neutral
21815,happy
21816,neutral
21817,fear
21818,happy
21819,neutral
21820,surprise
21821,neutral
21822,happy
21823,neutral
21824,happy
21825,happy
21826,neutral
21827,happy
21828,happy
21829,angry
21830,angry
21831,neutral
21832,neutral
21833,happy
21834,happy
21835,neutral
21836,neutral
21837,neutral
21838,happy
21839,happy
21840,happy
21841,happy
21842,happy
21843,happy
21844,happy
21845,fear
21846,neutral
21847,happy
21848,angry
21849,neutral
21850,happy
21851,neutral
21852,happy
21853,neutral
21854,neutral
21855,neutral
21856,happy
21857,happy
21858,happy
21859,surprise
21860,happy
21861,happy
21862,happy
21863,happy
21864,angry
21865,neutral
21866,sad
21867,happy
21868,neutral
21869,happy
21870,happy
21871,happy
21872,neutral
21873,neutral
21874,neutral
21875,angry
21876,neutral
21877,happy
21878,happy
21879,happy
21880,happy
21881,happy
21882,surprise
21883,happy
21884,happy
21885,angry
21886,neutral
21887,happy
21888,neutral
21889,happy
21890,sad
21891,happy
21892,happy
21893,happy
21894,neutral
21895,neutral
21896,neutral
21897,happy
21898,neutral
21899,happy
21900,neutral
21901,happy
21902,happy
21903,neutral
21904,happy
21905,happy
21906,happy
21907,happy
21908,happy
21909,happy
21910,happy
21911,neutral
21912,neutral
21913,happy
21914,happy
21915,happy
21916,happy
21917,happy
21918,surprise
21919,happy
21920,happy
21921,happy
21922,neutral
21923,neutral
21924,neutral
21925,neutral
21926,happy
21927,neutral
21928,happy
21929,happy
21930,happy
21931,happy
21932,neutral
21933,happy
21934,happy
21935,neutral
21936,happy
21937,happy
21938,happy
21939,happy
21940,happy
21941,neutral
21942,fear
21943,happy
21944,neutral
21945,angry
21946,neutral
21947,happy
21948,happy
21949,happy
21950,happy
21951,happy
21952,neutral
21953,angry
21954,neutral
21955,fear
21956,neutral
21957,neutral
21958,happy
21959,happy
21960,happy
21961,happy
21962,angry
21963,happy
21964,happy
21965,happy
21966,sad
21967,neutral
21968,neutral
21969,happy
21970,neutral
21971,happy
21972,happy
21973,happy
21974,happy
21975,neutral
21976,happy
21977,happy
21978,neutral
21979,neutral
21980,happy
21981,happy
21982,happy
21983,happy
21984,happy
21985,neutral
21986,angry
21987,happy
21988,happy
21989,happy
21990,neutral
21991,happy
21992,neutral
21993,neutral
21994,neutral
21995,happy
21996,neutral
21997,happy
21998,happy
21999,neutral
22000,happy
22001,happy
22002,happy
22003,angry
22004,happy
22005,happy
22006,sad
22007,happy
22008,surprise
22009,happy
22010,happy
22011,happy
22012,happy
22013,happy
22014,happy
22015,happy
22016,happy
22017,neutral
22018,happy
22019,angry
22020,neutral
22021,angry
22022,happy
22023,happy
22024,happy
22025,happy
22026,angry
22027,happy
22028,happy
22029,neutral
22030,neutral
22031,neutral
22032,happy
22033,happy
22034,happy
22035,neutral
22036,happy
22037,neutral
22038,happy
22039,happy
22040,happy
22041,happy
22042,happy
22043,happy
22044,happy
22045,happy
22046,happy
22047,happy
22048,neutral
22049,sad
22050,happy
22051,happy
22052,happy
22053,happy
22054,happy
22055,happy
22056,neutral
22057,sad
22058,happy
22059,happy
22060,neutral
22061,neutral
22062,neutral
22063,neutral
22064,surprise
22065,happy
22066,neutral
22067,happy
22068,happy
22069,sad
22070,neutral
22071,happy
22072,happy
22073,happy
22074,happy
22075,happy
22076,happy
22077,happy
22078,happy
22079,happy
22080,happy
22081,neutral
22082,angry
22083,happy
22084,neutral
22085,neutral
22086,happy
22087,angry
22088,neutral
22089,sad
22090,happy
22091,happy
22092,happy
22093,neutral
22094,happy
22095,happy
22096,happy
22097,happy
22098,happy
22099,happy
22100,neutral
22101,neutral
22102,neutral
22103,neutral
22104,neutral
22105,neutral
22106,neutral
22107,sad
22108,happy
22109,happy
22110,angry
22111,happy
22112,neutral
22113,happy
22114,happy
22115,happy
22116,happy
22117,neutral
22118,happy
22119,happy
22120,happy
22121,neutral
22122,happy
22123,happy
22124,happy
22125,happy
22126,happy
22127,happy
22128,happy
22129,neutral
22130,neutral
22131,neutral
22132,sad
22133,happy
22134,happy
22135,happy
22136,happy
22137,happy
22138,happy
22139,neutral
22140,happy
22141,happy
22142,happy
22143,happy
22144,happy
22145,happy
22146,happy
22147,happy
22148,happy
22149,neutral
22150,happy
22151,angry
22152,happy
22153,happy
22154,neutral
22155,happy
22156,happy
22157,happy
22158,fear
22159,neutral
22160,happy
22161,happy
22162,neutral
22163,happy
22164,sad
22165,neutral
22166,neutral
22167,happy
22168,happy
22169,angry
22170,neutral
22171,neutral
22172,neutral
22173,happy
22174,neutral
22175,angry
22176,happy
22177,happy
22178,happy
22179,happy
22180,happy
22181,happy
22182,neutral
22183,happy
22184,neutral
22185,happy
22186,angry
22187,neutral
22188,happy
22189,happy
22190,happy
22191,neutral
22192,happy
22193,surprise
22194,happy
22195,happy
22196,neutral
22197,happy
22198,sad
22199,happy
22200,happy
22201,neutral
22202,happy
22203,happy
22204,neutral
22205,neutral
22206,neutral
22207,neutral
22208,happy
22209,sad
22210,happy
22211,neutral
22212,neutral
22213,happy
22214,neutral
22215,happy
22216,neutral
22217,happy
22218,happy
22219,neutral
22220,neutral
22221,happy
22222,happy
22223,happy
22224,happy
22225,neutral
22226,happy
22227,happy
22228,happy
22229,neutral
22230,happy
22231,surprise
22232,happy
22233,fear
22234,happy
22235,sad
22236,happy
22237,happy
22238,angry
22239,happy
22240,happy
22241,neutral
22242,happy
22243,neutral
22244,neutral
22245,happy
22246,happy
22247,happy
22248,angry
22249,happy
22250,neutral
22251,neutral
22252,happy
22253,happy
22254,happy
22255,angry
22256,happy
22257,happy
22258,neutral
22259,sad
22260,happy
22261,neutral
22262,happy
22263,happy
22264,happy
22265,happy
22266,happy
22267,angry
22268,happy
22269,happy
22270,neutral
22271,happy
22272,neutral
22273,happy
22274,neutral
22275,happy
22276,happy
22277,neutral
22278,surprise
22279,happy
22280,neutral
22281,neutral
22282,happy
22283,happy
22284,neutral
22285,happy
22286,happy
22287,happy
22288,happy
22289,sad
22290,happy
22291,happy
22292,happy
22293,neutral
22294,fear
22295,neutral
22296,happy
22297,happy
22298,happy
22299,neutral
22300,neutral
22301,happy
22302,happy
22303,neutral
22304,neutral
22305,happy
22306,neutral
22307,happy
22308,neutral
22309,happy
22310,happy
22311,neutral
22312,happy
22313,happy
22314,happy
22315,happy
22316,angry
22317,happy
22318,happy
22319,happy
22320,happy
22321,happy
22322,neutral
22323,neutral
22324,neutral
22325,happy
22326,happy
22327,angry
22328,happy
22329,happy
22330,happy
22331,happy
22332,happy
22333,happy
22334,happy
22335,happy
22336,neutral
22337,neutral
22338,happy
22339,happy
22340,happy
22341,happy
22342,surprise
22343,neutral
22344,happy
22345,happy
22346,happy
22347,neutral
22348,happy
22349,neutral
22350,neutral
22351,neutral
22352,happy
22353,neutral
22354,happy
22355,neutral
22356,neutral
22357,neutral
22358,happy
22359,happy
22360,angry
22361,surprise
22362,happy
22363,happy
22364,happy
22365,neutral
22366,sad
22367,neutral
22368,neutral
22369,neutral
22370,happy
22371,happy
22372,happy
22373,happy
22374,neutral
22375,neutral
22376,neutral
22377,neutral
22378,neutral
22379,neutral
22380,happy
22381,happy
22382,happy
22383,happy
22384,fear
22385,happy
22386,happy
22387,happy
22388,happy
22389,happy
22390,neutral
22391,fear
22392,happy
22393,happy
22394,happy
22395,happy
22396,angry
22397,angry
22398,happy
22399,neutral
22400,happy
22401,happy
22402,neutral
22403,happy
22404,neutral
22405,neutral
22406,happy
22407,happy
22408,happy
22409,happy
22410,happy
22411,happy
22412,angry
22413,neutral
22414,happy
22415,angry
22416,happy
22417,happy
22418,happy
22419,neutral
22420,happy
22421,sad
22422,happy
22423,neutral
22424,happy
22425,happy
22426,happy
22427,neutral
22428,happy
22429,happy
22430,happy
22431,happy
22432,happy
22433,happy
22434,neutral
22435,happy
22436,happy
22437,neutral
22438,happy
22439,fear
22440,happy
22441,happy
22442,happy
22443,happy
22444,happy
22445,happy
22446,happy
22447,happy
22448,happy
22449,neutral
22450,neutral
22451,neutral
22452,neutral
22453,neutral
22454,happy
22455,neutral
22456,happy
22457,angry
22458,happy
22459,happy
22460,happy
22461,happy
22462,happy
22463,happy
22464,sad
22465,happy
22466,neutral
22467,happy
22468,happy
22469,neutral
22470,neutral
22471,happy
22472,happy
22473,happy
22474,neutral
22475,neutral
22476,happy
22477,happy
22478,happy
22479,happy
22480,neutral
22481,happy
22482,happy
22483,angry
22484,happy
22485,happy
22486,happy
22487,angry
22488,neutral
22489,happy
22490,happy
22491,angry
22492,neutral
22493,neutral
22494,angry
22495,neutral
22496,neutral
22497,neutral
22498,angry
22499,fear
22500,happy
22501,happy
22502,happy
22503,neutral
22504,neutral
22505,happy
22506,happy
22507,neutral
22508,happy
22509,neutral
22510,happy
22511,angry
22512,happy
22513,happy
22514,neutral
22515,happy
22516,angry
22517,happy
22518,happy
22519,neutral
22520,angry
22521,happy
22522,happy
22523,neutral
22524,neutral
22525,happy
22526,happy
22527,happy
22528,angry
22529,happy
22530,happy
22531,happy
22532,neutral
22533,neutral
22534,neutral
22535,happy
22536,neutral
22537,happy
22538,neutral
22539,happy
22540,happy
22541,angry
22542,happy
22543,happy
22544,happy
22545,happy
22546,happy
22547,happy
22548,happy
22549,happy
22550,fear
22551,happy
22552,neutral
22553,happy
22554,happy
22555,happy
22556,happy
22557,happy
22558,neutral
22559,happy
22560,happy
22561,happy
22562,happy
22563,happy
22564,happy
22565,happy
22566,angry
22567,happy
22568,happy
22569,happy
22570,happy
22571,neutral
22572,happy
22573,neutral
22574,happy
22575,happy
22576,happy
22577,happy
22578,angry
22579,happy
22580,happy
22581,happy
22582,neutral
22583,neutral
22584,happy
22585,neutral
22586,happy
22587,happy
22588,neutral
22589,happy
22590,surprise
22591,sad
22592,happy
22593,angry
22594,happy
22595,neutral
22596,neutral
22597,neutral
22598,neutral
22599,neutral
22600,angry
22601,happy
22602,happy
22603,happy
22604,neutral
22605,happy
22606,happy
22607,angry
22608,happy
22609,neutral
22610,happy
22611,happy
22612,happy
22613,angry
22614,neutral
22615,neutral
22616,happy
22617,happy
22618,happy
22619,happy
22620,neutral
22621,neutral
22622,happy
22623,happy
22624,surprise
22625,neutral
22626,neutral
22627,happy
22628,happy
22629,happy
22630,happy
22631,happy
22632,neutral
22633,happy
22634,neutral
22635,neutral
22636,happy
22637,happy
22638,neutral
22639,fear
22640,neutral
22641,happy
22642,happy
22643,happy
22644,happy
22645,happy
22646,happy
22647,happy
22648,angry
22649,happy
22650,happy
22651,neutral
22652,neutral
22653,happy
22654,neutral
22655,happy
22656,neutral
22657,happy
22658,neutral
22659,neutral
22660,neutral
22661,happy
22662,neutral
22663,happy
22664,happy
22665,neutral
22666,happy
22667,angry
22668,surprise
22669,neutral
22670,neutral
22671,happy
22672,happy
22673,happy
22674,happy
22675,angry
22676,happy
22677,happy
22678,happy
22679,happy
22680,happy
22681,happy
22682,neutral
22683,sad
22684,neutral
22685,happy
22686,neutral
22687,happy
22688,happy
22689,happy
22690,happy
22691,happy
22692,neutral
22693,surprise
22694,neutral
22695,happy
22696,surprise
22697,happy
22698,happy
22699,happy
22700,fear
22701,neutral
22702,happy
22703,happy
22704,angry
22705,happy
22706,neutral
22707,happy
22708,neutral
22709,angry
22710,happy
22711,neutral
22712,happy
22713,surprise
22714,neutral
22715,neutral
22716,happy
22717,neutral
22718,happy
22719,happy
22720,neutral
22721,neutral
22722,happy
22723,neutral
22724,happy
22725,happy
22726,happy
22727,happy
22728,angry
22729,angry
22730,happy
22731,happy
22732,neutral
22733,angry
22734,happy
22735,happy
22736,happy
22737,happy
22738,happy
22739,neutral
22740,happy
22741,happy
22742,happy
22743,neutral
22744,neutral
22745,happy
22746,happy
22747,happy
22748,happy
22749,neutral
22750,neutral
22751,happy
22752,happy
22753,happy
22754,neutral
22755,sad
22756,happy
22757,happy
22758,happy
22759,happy
22760,happy
22761,happy
22762,neutral
22763,happy
22764,neutral
22765,neutral
22766,angry
22767,happy
22768,happy
22769,fear
22770,happy
22771,happy
22772,happy
22773,happy
22774,neutral
22775,neutral
22776,angry
22777,happy
22778,happy
22779,happy
22780,happy
22781,angry
22782,neutral
22783,neutral
22784,neutral
22785,happy
22786,happy
22787,happy
22788,neutral
22789,neutral
22790,happy
22791,happy
22792,happy
22793,happy
22794,happy
22795,happy
22796,fear
22797,happy
22798,happy
22799,happy
22800,happy
22801,neutral
22802,neutral
22803,happy
22804,happy
22805,neutral
22806,happy
22807,neutral
22808,neutral
22809,neutral
22810,happy
22811,neutral
22812,happy
22813,happy
22814,neutral
22815,neutral
22816,fear
22817,sad
22818,neutral
22819,happy
22820,happy
22821,sad
22822,happy
22823,happy
22824,fear
22825,happy
22826,surprise
22827,fear
22828,neutral
22829,neutral
22830,neutral
22831,happy
22832,happy
22833,happy
22834,neutral
22835,happy
22836,surprise
22837,happy
22838,surprise
22839,happy
22840,happy
22841,happy
22842,neutral
22843,neutral
22844,neutral
22845,neutral
22846,happy
22847,sad
22848,angry
22849,neutral
22850,neutral
22851,happy
22852,neutral
22853,happy
22854,happy
22855,happy
22856,happy
22857,happy
22858,happy
22859,happy
22860,neutral
22861,happy
22862,happy
22863,sad
22864,happy
22865,neutral
22866,happy
22867,surprise
22868,happy
22869,angry
22870,happy
22871,neutral
22872,happy
22873,happy
22874,happy
22875,happy
22876,happy
22877,surprise
22878,happy
22879,happy
22880,happy
22881,happy
22882,happy
22883,angry
22884,happy
22885,happy
22886,happy
22887,neutral
22888,neutral
22889,angry
22890,happy
22891,happy
22892,happy
22893,happy
22894,happy
22895,happy
22896,happy
22897,happy
22898,neutral
22899,happy
22900,happy
22901,neutral
22902,happy
22903,surprise
22904,happy
22905,neutral
22906,neutral
22907,happy
22908,happy
22909,angry
22910,happy
22911,happy
22912,happy
22913,happy
22914,happy
22915,happy
22916,happy
22917,happy
22918,angry
22919,neutral
22920,neutral
22921,happy
22922,happy
22923,neutral
22924,happy
22925,happy
22926,neutral
22927,happy
22928,happy
22929,neutral
22930,neutral
22931,happy
22932,happy
22933,happy
22934,happy
22935,neutral
22936,happy
22937,happy
22938,neutral
22939,surprise
22940,happy
22941,fear
22942,happy
22943,neutral
22944,happy
22945,neutral
22946,neutral
22947,angry
22948,happy
22949,happy
22950,happy
22951,happy
22952,happy
22953,happy
22954,happy
22955,happy
22956,neutral
22957,happy
22958,happy
22959,happy
22960,happy
22961,angry
22962,happy
22963,angry
22964,happy
22965,angry
22966,happy
22967,happy
22968,happy
22969,happy
22970,neutral
22971,happy
22972,happy
22973,surprise
22974,neutral
22975,happy
22976,sad
22977,happy
22978,happy
22979,happy
22980,neutral
22981,happy
22982,neutral
22983,happy
22984,angry
22985,happy
22986,happy
22987,happy
22988,happy
22989,angry
22990,happy
22991,happy
22992,happy
22993,neutral
22994,happy
22995,angry
22996,neutral
22997,happy
22998,neutral
22999,happy
23000,neutral
23001,surprise
23002,neutral
23003,happy
23004,happy
23005,happy
23006,neutral
23007,neutral
23008,angry
23009,happy
23010,happy
23011,happy
23012,neutral
23013,happy
23014,happy
23015,happy
23016,happy
23017,happy
23018,happy
23019,fear
23020,neutral
23021,happy
23022,happy
23023,neutral
23024,happy
23025,happy
23026,neutral
23027,sad
23028,sad
23029,angry
23030,neutral
23031,happy
23032,happy
23033,neutral
23034,neutral
23035,happy
23036,neutral
23037,happy
23038,happy
23039,happy
23040,fear
23041,happy
23042,neutral
23043,happy
23044,surprise
23045,happy
23046,fear
23047,happy
23048,happy
23049,happy
23050,neutral
23051,happy
23052,neutral
23053,neutral
23054,happy
23055,neutral
23056,happy
23057,happy
23058,neutral
23059,surprise
23060,happy
23061,happy
23062,happy
23063,neutral
23064,neutral
23065,neutral
23066,neutral
23067,happy
23068,happy
23069,happy
23070,happy
23071,angry
23072,neutral
23073,angry
23074,neutral
23075,angry
23076,happy
23077,neutral
23078,neutral
23079,happy
23080,happy
23081,angry
23082,happy
23083,happy
23084,happy
23085,happy
23086,happy
23087,happy
23088,happy
23089,happy
23090,happy
23091,happy
23092,happy
23093,happy
23094,happy
23095,happy
23096,happy
23097,happy
23098,neutral
23099,happy
23100,neutral
23101,happy
23102,happy
23103,happy
23104,happy
23105,happy
23106,happy
23107,happy
23108,neutral
23109,happy
23110,happy
23111,happy
23112,happy
23113,happy
23114,neutral
23115,neutral
23116,happy
23117,happy
23118,happy
23119,angry
23120,neutral
23121,happy
23122,neutral
23123,neutral
23124,happy
23125,happy
23126,happy
23127,happy
23128,happy
23129,happy
23130,happy
23131,happy
23132,neutral
23133,neutral
23134,happy
23135,neutral
23136,neutral
23137,happy
23138,happy
23139,angry
23140,happy
23141,happy
23142,happy
23143,happy
23144,happy
23145,happy
23146,happy
23147,surprise
23148,neutral
23149,happy
23150,happy
23151,happy
23152,neutral
23153,happy
23154,happy
23155,happy
23156,happy
23157,happy
23158,happy
23159,happy
23160,happy
23161,neutral
23162,neutral
23163,neutral
23164,happy
23165,happy
23166,happy
23167,neutral
23168,happy
23169,happy
23170,happy
23171,happy
23172,neutral
23173,neutral
23174,neutral
23175,angry
23176,happy
23177,happy
23178,neutral
23179,happy
23180,happy
23181,neutral
23182,happy
23183,happy
23184,happy
23185,neutral
23186,happy
23187,neutral
23188,happy
23189,neutral
23190,happy
23191,happy
23192,neutral
23193,happy
23194,happy
23195,happy
23196,happy
23197,neutral
23198,happy
23199,neutral
23200,happy
23201,happy
23202,neutral
23203,angry
23204,happy
23205,angry
23206,happy
23207,neutral
23208,neutral
23209,happy
23210,happy
23211,happy
23212,happy
23213,neutral
23214,happy
23215,neutral
23216,happy
23217,sad
23218,neutral
23219,happy
23220,happy
23221,happy
23222,neutral
23223,happy
23224,happy
23225,happy
23226,happy
23227,neutral
23228,happy
23229,neutral
23230,neutral
23231,happy
23232,happy
23233,happy
23234,neutral
23235,happy
23236,happy
23237,happy
23238,neutral
23239,neutral
23240,happy
23241,happy
23242,happy
23243,neutral
23244,happy
23245,happy
23246,neutral
23247,neutral
23248,happy
23249,happy
23250,angry
23251,happy
23252,neutral
23253,angry
23254,neutral
23255,happy
23256,happy
23257,neutral
23258,happy
23259,neutral
23260,neutral
23261,angry
23262,neutral
23263,angry
23264,happy
23265,neutral
23266,happy
23267,happy
23268,happy
23269,happy
23270,neutral
23271,happy
23272,happy
23273,neutral
23274,happy
23275,neutral
23276,neutral
23277,happy
23278,happy
23279,happy
23280,happy
23281,angry
23282,happy
23283,neutral
23284,happy
23285,sad
23286,happy
23287,neutral
23288,neutral
23289,neutral
23290,surprise
23291,happy
23292,happy
23293,happy
23294,happy
23295,happy
23296,sad
23297,angry
23298,happy
23299,neutral
23300,happy
23301,angry
23302,neutral
23303,angry
23304,happy
23305,neutral
23306,angry
23307,happy
23308,happy
23309,happy
23310,happy
23311,neutral
23312,happy
23313,happy
23314,angry
23315,happy
23316,happy
23317,happy
23318,happy
23319,angry
23320,neutral
23321,angry
23322,happy
23323,neutral
23324,happy
23325,neutral
23326,angry
23327,sad
23328,happy
23329,happy
23330,neutral
23331,sad
23332,angry
23333,angry
23334,happy
23335,happy
23336,sad
23337,happy
23338,happy
23339,angry
23340,angry
23341,neutral
23342,angry
23343,happy
23344,happy
23345,sad
23346,happy
23347,happy
23348,happy
23349,neutral
23350,surprise
23351,neutral
23352,happy
23353,happy
23354,sad
23355,neutral
23356,happy
23357,neutral
23358,happy
23359,happy
23360,neutral
23361,happy
23362,happy
23363,happy
23364,sad
23365,neutral
23366,happy
23367,happy
23368,happy
23369,happy
23370,happy
23371,happy
23372,neutral
23373,happy
23374,happy
23375,happy
23376,happy
23377,neutral
23378,neutral
23379,neutral
23380,neutral
23381,neutral
23382,happy
23383,neutral
23384,neutral
23385,happy
23386,happy
23387,happy
23388,happy
23389,neutral
23390,happy
23391,happy
23392,happy
23393,happy
23394,happy
23395,happy
23396,happy
23397,angry
23398,fear
23399,happy
23400,happy
23401,sad
23402,surprise
23403,neutral
23404,neutral
23405,neutral
23406,neutral
23407,happy
23408,happy
23409,happy
23410,happy
23411,happy
23412,neutral
23413,happy
23414,happy
23415,happy
23416,happy
23417,happy
23418,neutral
23419,neutral
23420,happy
23421,neutral
23422,fear
23423,happy
23424,neutral
23425,neutral
23426,happy
23427,neutral
23428,happy
23429,happy
23430,angry
23431,happy
23432,neutral
23433,happy
23434,happy
23435,happy
23436,neutral
23437,neutral
23438,neutral
23439,happy
23440,happy
23441,sad
23442,neutral
23443,sad
23444,neutral
23445,surprise
23446,neutral
23447,happy
23448,happy
23449,happy
23450,happy
23451,sad
23452,angry
23453,happy
23454,happy
23455,happy
23456,happy
23457,neutral
23458,happy
23459,happy
23460,happy
23461,neutral
23462,happy
23463,happy
23464,happy
23465,neutral
23466,happy
23467,happy
23468,happy
23469,happy
23470,happy
23471,happy
23472,happy
23473,happy
23474,neutral
23475,happy
23476,happy
23477,angry
23478,neutral
23479,neutral
23480,neutral
23481,happy
23482,happy
23483,happy
23484,neutral
23485,happy
23486,happy
23487,happy
23488,neutral
23489,neutral
23490,neutral
23491,neutral
23492,happy
23493,angry
23494,happy
23495,happy
23496,happy
23497,happy
23498,neutral
23499,neutral
23500,neutral
23501,angry
23502,neutral
23503,angry
23504,happy
23505,sad
23506,neutral
23507,sad
23508,neutral
23509,happy
23510,happy
23511,happy
23512,happy
23513,happy
23514,happy
23515,happy
23516,happy
23517,happy
23518,happy
23519,happy
23520,happy
23521,neutral
23522,happy
23523,happy
23524,neutral
23525,happy
23526,happy
23527,neutral
23528,happy
23529,angry
23530,happy
23531,fear
23532,happy
23533,sad
23534,happy
23535,happy
23536,happy
23537,neutral
23538,neutral
23539,happy
23540,neutral
23541,angry
23542,happy
23543,angry
23544,neutral
23545,happy
23546,happy
23547,sad
23548,neutral
23549,happy
23550,happy
23551,neutral
23552,happy
23553,happy
23554,happy
23555,neutral
23556,neutral
23557,happy
23558,happy
23559,happy
23560,neutral
23561,neutral
23562,happy
23563,happy
23564,neutral
23565,happy
23566,happy
23567,happy
23568,neutral
23569,neutral
23570,happy
23571,happy
23572,happy
23573,neutral
23574,happy
23575,happy
23576,happy
23577,happy
23578,angry
23579,happy
23580,happy
23581,sad
23582,happy
23583,neutral
23584,happy
23585,neutral
23586,happy
23587,happy
23588,happy
23589,sad
23590,happy
23591,neutral
23592,happy
23593,happy
23594,neutral
23595,happy
23596,angry
23597,happy
23598,happy
23599,happy
23600,neutral
23601,happy
23602,happy
23603,happy
23604,sad
23605,happy
23606,happy
23607,sad
23608,neutral
23609,happy
23610,neutral
23611,angry
23612,neutral
23613,happy
23614,angry
23615,happy
23616,happy
23617,happy
23618,happy
23619,happy
23620,neutral
23621,happy
23622,sad
23623,happy
23624,happy
23625,happy
23626,happy
23627,angry
23628,neutral
23629,happy
23630,happy
23631,neutral
23632,happy
23633,neutral
23634,fear
23635,happy
23636,happy
23637,happy
23638,happy
23639,angry
23640,happy
23641,happy
23642,neutral
23643,angry
23644,angry
23645,neutral
23646,happy
23647,neutral
23648,neutral
23649,happy
23650,happy
23651,happy
23652,happy
23653,neutral
23654,happy
23655,happy
23656,angry
23657,neutral
23658,happy
23659,happy
23660,happy
23661,neutral
23662,neutral
23663,happy
23664,surprise
23665,happy
23666,happy
23667,happy
23668,happy
23669,happy
23670,happy
23671,neutral
23672,happy
23673,happy
23674,happy
23675,happy
23676,fear
23677,happy
23678,happy
23679,angry
23680,happy
23681,neutral
23682,neutral
23683,sad
23684,happy
23685,neutral
23686,neutral
23687,happy
23688,happy
23689,neutral
23690,neutral
23691,happy
23692,happy
23693,neutral
23694,happy
23695,happy
23696,happy
23697,happy
23698,happy
23699,neutral
23700,happy
23701,neutral
23702,happy
23703,happy
23704,neutral
23705,happy
23706,happy
23707,happy
23708,happy
23709,happy
23710,happy
23711,sad
23712,neutral
23713,neutral
23714,neutral
23715,neutral
23716,neutral
23717,happy
23718,happy
23719,happy
23720,neutral
23721,neutral
23722,happy
23723,neutral
23724,happy
23725,angry
23726,happy
23727,neutral
23728,angry
23729,happy
23730,happy
23731,happy
23732,angry
23733,happy
23734,happy
23735,happy
23736,neutral
23737,happy
23738,happy
23739,happy
23740,happy
23741,happy
23742,happy
23743,happy
23744,neutral
23745,happy
23746,happy
23747,happy
23748,happy
23749,happy
23750,happy
23751,happy
23752,happy
23753,neutral
23754,happy
23755,neutral
23756,happy
23757,happy
23758,angry
23759,sad
23760,neutral
23761,angry
23762,happy
23763,neutral
23764,happy
23765,sad
